row_id,r,u,v,numerator,denominator_exp2,exact_fraction,way1_normalized_numerator
FQ112146,3,0x0000c000,0x0303ecc2,8796093022208,48,"8796093022208/2^48","134217728"
FQ112147,3,0x0000c000,0x0303edd3,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112148,3,0x0000c000,0x05051110,-21990232555520,48,"-21990232555520/2^48","-335544320"
FQ112149,3,0x0000c000,0x05051554,-21990232555520,48,"-21990232555520/2^48","-335544320"
FQ112150,3,0x0000c000,0x05051667,8796093022208,48,"8796093022208/2^48","134217728"
FQ112151,3,0x0000c000,0x05051776,8796093022208,48,"8796093022208/2^48","134217728"
FQ112152,3,0x0000c000,0x05051eef,8796093022208,48,"8796093022208/2^48","134217728"
FQ112153,3,0x0000c000,0x05051ffe,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112154,3,0x0000c000,0x05052220,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112155,3,0x0000c000,0x05052331,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112156,3,0x0000c000,0x05052aa8,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112157,3,0x0000c000,0x05052bb9,8796093022208,48,"8796093022208/2^48","134217728"
FQ112158,3,0x0000c000,0x05053221,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112159,3,0x0000c000,0x05053330,-13194139533312,48,"-13194139533312/2^48","-201326592"
FQ112160,3,0x0000c000,0x05053665,8796093022208,48,"8796093022208/2^48","134217728"
FQ112161,3,0x0000c000,0x05053aa9,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112162,3,0x0000c000,0x05053ccf,-8796093022208,48,"-8796093022208/2^48","-134217728"
FQ112163,3,0x0000c000,0x05055114,-21990232555520,48,"-21990232555520/2^48","-335544320"
