n_nibbles,rounds,u,v,exact,dp,abs_err,rel_err,match,sign_flip_suspect,transpose_like_suspect
4,1,0x44cb,0xc7ec,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x9d12,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x1504,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xa78c,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x5fa5,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xa22b,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x9b09,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x7ddf,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xab2d,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x33af,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x2f20,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x7d7d,0.015625,0.015625,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x70b8,0.03125,0.03125,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x0a6e,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x7cce,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xcdb5,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x2508,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x893f,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x244f,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x2677,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x0b03,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x0513,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x94e6,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xb7e7,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xfc8c,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xf00b,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x4ef0,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x33ad,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0xa7fb,0,0,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x277a,0.015625,0.015625,0.000000e+00,0.000000e+00,1,0,0
4,1,0x44cb,0x58b3,0,0,0.000000e+00,0.000000e+00,1,0,0
