row_id,r,u,v
121776,3,0x000a0000,0x0955f00f
117687,3,0x00050000,0x04771001
120749,3,0x00090000,0x0488b00b
91419,3,0x00000002,0x10010fee
131388,3,0x40000000,0x8dd50808
132554,3,0x60000000,0x6cca0f0f
123976,3,0x000d0000,0x0a338008
133422,3,0x70000000,0x877f0707
97718,3,0x0000000a,0x60060dcc
109119,3,0x00006000,0x0f0f3ccf
116760,3,0x00040000,0x00887007
121663,3,0x000a0000,0x06dda00a
117742,3,0x00050000,0x05338008
121176,3,0x00090000,0x0d332002
91512,3,0x00000002,0x400402dd
131313,3,0x40000000,0x81190d0d
132969,3,0x60000000,0xddd00303
123511,3,0x000d0000,0x0099e00e
133571,3,0x70000000,0xb8830e0e
97424,3,0x0000000a,0x100104ff
108862,3,0x00006000,0x0a0a8ee6
117155,3,0x00040000,0x09449009
121770,3,0x000a0000,0x09444004
117781,3,0x00050000,0x05ff9009
120807,3,0x00090000,0x05338008
91975,3,0x00000002,0xe00e05cc
131115,3,0x40000000,0x54410606
132938,3,0x60000000,0xcee20b0b
123656,3,0x000d0000,0x03ee9009
133646,3,0x70000000,0xcbb70707
98070,3,0x0000000a,0xd00d0edd
108559,3,0x00006000,0x0303bbb0
117303,3,0x00040000,0x0cee2002
121665,3,0x000a0000,0x06ff5005
118062,3,0x00050000,0x0baa1001
120750,3,0x00090000,0x0488c00c
92004,3,0x00000002,0xe00e0d55
131497,3,0x40000000,0xadd70707
132424,3,0x60000000,0x32210202
124072,3,0x000d0000,0x0c77d00d
133315,3,0x70000000,0x688e0a0a
97547,3,0x0000000a,0x30030b11
108487,3,0x00006000,0x0202877f
117436,3,0x00040000,0x0fbb4004
121685,3,0x000a0000,0x07449009
117814,3,0x00050000,0x0699d00d
120844,3,0x00090000,0x05ee5005
91507,3,0x00000002,0x400401aa
131017,3,0x40000000,0x1eef0707
132564,3,0x60000000,0x6ff90f0f
123748,3,0x000d0000,0x0577a00a
133303,3,0x70000000,0x66600202
98107,3,0x0000000a,0xe00e07cc
108585,3,0x00006000,0x04046117
117347,3,0x00040000,0x0dee6006
121859,3,0x000a0000,0x0aff6006
117517,3,0x00050000,0x01226006
121239,3,0x00090000,0x0e66c00c
91724,3,0x00000002,0x80080a55
131183,3,0x40000000,0x67710f0f
132382,3,0x60000000,0x23310303
124096,3,0x000d0000,0x0d113003
133601,3,0x70000000,0xc22e0f0f
97960,3,0x0000000a,0xb00b0d33
108981,3,0x00006000,0x0c0c7770
116853,3,0x00040000,0x02888008
121723,3,0x000a0000,0x0811d00d
117941,3,0x00050000,0x0966a00a
120756,3,0x00090000,0x0499d00d
91616,3,0x00000002,0x50050c55
131486,3,0x40000000,0xa9930808
132942,3,0x60000000,0xcff30202
123499,3,0x000d0000,0x00886006
133361,3,0x70000000,0x788f0a0a
97963,3,0x0000000a,0xb00b0d77
108905,3,0x00006000,0x0b0b3bb8
116997,3,0x00040000,0x05dd6006
121834,3,0x000a0000,0x0a66e00e
118216,3,0x00050000,0x0e99d00d
120578,3,0x00090000,0x00cc7007
91844,3,0x00000002,0xb00b08aa
131197,3,0x40000000,0x6aac0707
132817,3,0x60000000,0xb66d0b0b
124128,3,0x000d0000,0x0d888008
133349,3,0x70000000,0x76610c0c
97555,3,0x0000000a,0x30030d44
109067,3,0x00006000,0x0d0ddee3
117266,3,0x00040000,0x0bdd8008
121580,3,0x000a0000,0x05116006
117685,3,0x00050000,0x04668008
120934,3,0x00090000,0x08114004
91834,3,0x00000002,0xb00b05ee
131552,3,0x40000000,0xd66b0e0e
132761,3,0x60000000,0xa77d0f0f
123982,3,0x000d0000,0x0a667007
133353,3,0x70000000,0x77700c0c
97853,3,0x0000000a,0x90090f11
108660,3,0x00006000,0x0707288a
117399,3,0x00040000,0x0eddd00d
121442,3,0x000a0000,0x02445005
117713,3,0x00050000,0x04cc2002
120986,3,0x00090000,0x08ff7007
91777,3,0x00000002,0x90090eff
131441,3,0x40000000,0x9bb20d0d
132866,3,0x60000000,0xc22e0c0c
124185,3,0x000d0000,0x0e99f00f
133666,3,0x70000000,0xcee20b0b
97869,3,0x0000000a,0xa00a0433
108748,3,0x00006000,0x08087aad
117186,3,0x00040000,0x09eef00f
122091,3,0x000a0000,0x0fcca00a
118029,3,0x00050000,0x0b229009
120590,3,0x00090000,0x00ee6006
